"object_name","field_name","label_zh","label_en_au","label_en_us","type","required_when","nullable","enum_or_format","definition","source_or_derivation","source_ref","owner_role","editable_by","validation_rule","revision_rule","dependency_refs","ui_binding","sensitivity","evidence_status","synthetic_example"
"AuditEvent","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/event/seed"""
"AuditEvent","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"AuditEvent","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"AuditEvent","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"AuditEvent","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"AuditEvent","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"AuditEvent","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"AuditEvent","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"AuditEvent","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-DEMO-AUTHOR"""
"AuditEvent","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"AuditEvent","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""not_applicable"""
"AuditEvent","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"AuditEvent","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"AuditEvent","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"AuditEvent","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"AuditEvent","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-DEMO-AUTHOR","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","AuditEvent.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
